shipment_id,pharma_class_id,product_name,weight_kg,origin_id,destination_id,distance_km,primary_transport_mode,transit_duration_hours,num_handovers,max_ambient_temp_c_expected,min_ambient_temp_c_expected,season,geopolitical_risk_score,carrier_reliability_score,packaging_type_used,packaging_autonomy_hours,temperature_excursion
SHP-09503,crt,Aspirin 500mg,38.9,rotterdam,cologne_airport,246.2,road,7.0,1,24.1,15.7,Summer,0.84,0.926,none,0.0,1
SHP-09504,crt,Metformin 850mg,237.4,schiphol,singapore,10509.7,sea,470.8,2,28.1,17.9,Winter,0.0,0.945,active,177.7,0
SHP-09505,crt,Paracetamol 1g,119.9,port_klang,shanghai,3768.0,sea,201.1,1,26.6,17.4,Summer,4.09,0.764,active,196.9,0
SHP-09506,cool,Adalimumab (Humira),14.7,dubai_airport,los_angeles,13420.9,sea,563.2,3,14.3,3.7,Winter,2.58,0.816,active,186.6,0
SHP-09507,cool,Adalimumab (Humira),69.5,frankfurt_airport,sao_paulo_gru,9798.1,sea,391.3,2,31.6,25.4,Winter,6.87,0.668,active,157.6,0
SHP-09508,crt,Atorvastatin 20mg,53.7,los_angeles_lax,busan,9620.7,sea,436.8,3,20.4,8.6,Spring,1.72,0.82,active,183.3,0
SHP-09509,crt,Paracetamol 1g,363.2,marseille,schiphol,989.4,road,23.4,0,14.3,3.5,Autumn,2.84,0.788,passive,64.3,0
SHP-09510,crt,Paracetamol 1g,70.2,dubai_port,rotterdam,5207.7,sea,235.8,1,-0.2,-10.5,Winter,2.57,0.874,active,146.6,1
SHP-09511,crt,Ibuprofen 400mg,386.9,rotterdam,doha_port,4975.6,sea,235.2,3,17.4,9.6,Spring,5.49,0.866,active,200.7,0
SHP-09512,cool,Adalimumab (Humira),370.4,doha_airport,sydney,12375.0,sea,538.2,1,15.4,7.7,Winter,4.29,0.838,active,172.2,1
SHP-09513,crt,Atorvastatin 20mg,1081.0,hong_kong,dubai_airport,5939.3,rail,76.3,2,17.9,7.6,Autumn,5.62,0.848,active,215.9,0
SHP-09514,crt,Lisinopril 10mg,2000.0,tokyo_narita,schiphol,9318.4,sea,429.6,1,5.3,-5.6,Autumn,1.69,0.893,active,208.9,0
SHP-09515,cool,Trastuzumab (Herceptin),82.3,port_klang,houston,15971.4,sea,693.0,3,14.8,4.3,Winter,3.78,0.842,active,156.0,0
SHP-09516,crt,Omeprazole 20mg,415.2,sydney,dubai_airport,12043.9,air,42.2,2,27.4,21.1,Summer,4.89,0.85,passive,61.4,0
SHP-09517,cool,Bevacizumab (Avastin),837.8,schiphol,mumbai,6876.6,rail,103.7,1,36.3,26.3,Summer,5.03,0.714,active,154.0,0
SHP-09518,crt,Lisinopril 10mg,389.4,busan,frankfurt_airport,8892.0,sea,396.5,3,4.5,-7.5,Winter,2.24,0.798,active,191.9,0
SHP-09519,crt,Aspirin 500mg,334.6,jfk_airport,sao_paulo_gru,7664.1,rail,106.7,1,27.7,19.1,Spring,4.52,0.731,active,145.5,1
SHP-09520,cool,Bevacizumab (Avastin),541.2,rotterdam,marseille,951.6,road,16.3,1,27.3,17.3,Summer,1.79,0.958,passive,60.3,0
SHP-09521,frozen,Oncology Prep KX-7,103.5,frankfurt_airport,cologne_airport,136.3,road,7.0,1,12.6,5.9,Autumn,2.17,0.835,passive,50.3,1
SHP-09522,crt,Omeprazole 20mg,2000.0,doha_airport,hong_kong,6310.2,rail,74.6,1,32.6,26.3,Spring,3.46,0.756,active,187.5,0
SHP-09523,crt,Atorvastatin 20mg,94.2,schiphol,marseille,989.4,road,17.0,1,18.5,6.7,Spring,3.29,0.896,passive,51.9,0
SHP-09524,crt,Metformin 850mg,163.9,memphis,dubai_airport,12382.0,sea,517.1,3,16.1,4.2,Autumn,5.97,0.886,active,178.2,0
SHP-09525,crt,Paracetamol 1g,42.5,port_klang,busan,4572.9,sea,206.7,3,28.7,20.2,Summer,1.22,0.761,active,237.6,0
SHP-09526,crt,Metformin 850mg,411.8,bangkok,dubai_airport,4903.6,rail,61.8,1,13.1,5.3,Winter,2.79,0.76,active,199.9,0
SHP-09527,crt,Omeprazole 20mg,2000.0,schiphol,marseille,989.4,road,19.7,1,3.2,-8.3,Winter,2.1,0.982,passive,57.6,0
SHP-09528,crt,Omeprazole 20mg,28.7,cologne_airport,rotterdam,246.2,road,11.6,0,25.4,17.3,Summer,0.0,0.99,passive,64.9,0
SHP-09529,cool,Bevacizumab (Avastin),157.6,hamburg,tokyo_narita,9003.2,sea,440.1,2,22.6,14.2,Autumn,3.27,0.941,active,182.5,1
SHP-09530,frozen,Oncology Prep KX-7,24.9,los_angeles_lax,singapore,14121.7,sea,566.7,1,29.2,19.3,Winter,4.43,0.918,active,140.5,0
SHP-09531,crt,Metformin 850mg,153.2,hong_kong,busan,2027.1,sea,170.7,1,28.8,17.7,Summer,6.39,0.819,active,209.3,0
SHP-09532,cool,Hepatitis B Vaccine,54.0,port_klang,doha_airport,5857.3,rail,72.4,2,27.2,16.1,Summer,3.82,0.766,active,140.2,0
SHP-09533,cool,Trastuzumab (Herceptin),268.2,doha_airport,new_york,10791.8,sea,470.6,1,4.6,-6.3,Spring,3.87,0.902,active,185.7,1
SHP-09534,crt,Aspirin 500mg,442.7,madrid,brussels,1316.6,road,22.4,1,26.1,16.9,Summer,1.27,0.858,passive,57.8,0
SHP-09535,crt,Amoxicillin 500mg,224.5,los_angeles_lax,tokyo_narita,8753.8,sea,381.9,2,23.0,13.2,Spring,1.94,0.795,active,213.4,0
SHP-09536,crt,Atorvastatin 20mg,250.8,los_angeles_lax,dubai_airport,13400.2,sea,556.6,2,23.7,13.1,Autumn,4.87,0.897,active,156.6,0
SHP-09537,crt,Lisinopril 10mg,17.0,cologne_airport,marseille,846.0,road,12.2,0,24.5,17.4,Summer,0.0,0.852,none,0.0,0
SHP-09538,cool,Insulin Glargine,1875.2,doha_airport,frankfurt_airport,4588.3,sea,236.6,1,21.8,12.3,Spring,3.38,0.878,active,128.5,0
SHP-09539,crt,Aspirin 500mg,429.3,new_york,rotterdam,5838.8,sea,293.8,1,25.2,18.5,Summer,2.34,0.849,active,214.9,0
SHP-09540,crt,Paracetamol 1g,157.5,memphis,los_angeles,2591.5,rail,46.5,1,17.0,7.8,Winter,2.26,0.968,passive,62.3,0
SHP-09541,crt,Atorvastatin 20mg,39.1,hong_kong,singapore,2594.5,sea,149.2,2,34.3,23.8,Spring,4.02,0.809,active,180.4,0
SHP-09542,crt,Omeprazole 20mg,37.6,lyon,antwerp,618.6,road,11.9,0,26.9,19.1,Summer,4.14,0.863,passive,48.3,0
SHP-09543,crt,Amoxicillin 500mg,106.8,busan,singapore,4578.2,sea,213.0,1,32.3,21.6,Winter,3.46,0.835,active,225.5,0
SHP-09544,crt,Metformin 850mg,31.9,sao_paulo_gru,dubai_airport,12217.1,sea,488.3,2,21.8,12.4,Autumn,4.27,0.681,active,193.9,0
SHP-09545,cool,Hepatitis B Vaccine,10.0,busan,antwerp,8995.2,rail,123.4,2,28.1,16.2,Summer,1.51,0.815,active,189.5,1
SHP-09546,crt,Metformin 850mg,354.2,cologne_airport,sydney,16564.8,air,45.9,2,22.3,15.8,Autumn,2.58,0.99,none,0.0,0
SHP-09547,crt,Atorvastatin 20mg,496.1,marseille,los_angeles,9680.4,sea,492.3,3,26.5,19.1,Summer,3.14,0.877,active,213.3,0
SHP-09548,crt,Metformin 850mg,875.6,dubai_port,busan,7051.3,sea,333.9,3,27.6,19.0,Spring,2.43,0.841,active,168.8,1
SHP-09549,ultracold,Gene Therapy AAV-9,617.4,hamburg,jfk_airport,6116.4,sea,261.5,2,1.1,-6.0,Winter,2.73,0.904,active,186.1,1
SHP-09550,cool,Insulin Glargine,231.1,memphis,los_angeles,2591.5,rail,39.3,1,28.2,19.0,Spring,5.34,0.883,passive,67.4,0
SHP-09551,crt,Ibuprofen 400mg,2000.0,memphis,le_havre,7135.3,sea,328.7,2,11.7,1.7,Autumn,3.97,0.945,active,205.3,0
SHP-09552,crt,Aspirin 500mg,120.7,doha_port,frankfurt_airport,4606.7,sea,241.5,2,8.5,-0.1,Autumn,5.48,0.834,active,173.9,1
SHP-09553,cool,Insulin Glargine,768.9,singapore,los_angeles,14144.5,sea,596.0,3,29.3,18.7,Summer,3.56,0.899,active,197.9,1
SHP-09554,crt,Aspirin 500mg,164.8,antwerp,frankfurt_airport,326.0,road,5.5,0,23.0,13.1,Summer,2.17,0.976,passive,54.5,1
SHP-09555,crt,Metformin 850mg,543.1,frankfurt_airport,hong_kong,9164.4,sea,439.7,3,34.2,26.7,Summer,4.73,0.818,active,224.5,0
SHP-09556,cool,Insulin Glargine,477.0,hong_kong,frankfurt_airport,9164.4,sea,397.4,2,15.8,5.6,Autumn,3.55,0.767,active,180.0,0
SHP-09557,frozen,Oncology Prep KX-7,28.6,dubai_airport,frankfurt_airport,4843.9,sea,240.7,1,24.6,14.4,Summer,4.14,0.883,active,145.6,0
SHP-09558,crt,Omeprazole 20mg,159.8,sydney,singapore,6300.8,sea,307.1,2,33.7,26.5,Summer,2.2,0.961,active,175.9,0
SHP-09559,cool,Bevacizumab (Avastin),55.1,frankfurt_airport,hong_kong,9164.4,sea,385.6,3,31.3,20.8,Spring,1.73,0.926,active,151.1,0
SHP-09560,cool,Influenza Vaccine,250.6,port_klang,shanghai,3768.0,sea,190.0,3,27.5,21.0,Autumn,6.03,0.776,active,144.6,1
SHP-09561,cool,Trastuzumab (Herceptin),423.8,doha_airport,singapore,6195.0,rail,91.9,1,30.7,24.4,Spring,5.04,0.917,active,184.2,0
SHP-09562,cool,Influenza Vaccine,900.8,new_york,frankfurt_airport,6212.1,sea,298.6,3,20.2,9.1,Autumn,4.46,0.81,active,150.8,0
SHP-09563,cool,Influenza Vaccine,179.9,marseille,doha_port,4679.0,sea,254.1,2,24.2,14.1,Autumn,4.17,0.908,active,158.3,1
SHP-09564,cool,Trastuzumab (Herceptin),658.3,rotterdam,antwerp,74.4,road,2.9,0,1.7,-10.1,Winter,2.22,0.89,passive,71.3,0
SHP-09565,frozen,Varicella Vaccine,1266.8,schiphol,kaohsiung,9622.2,sea,400.5,2,28.2,21.7,Autumn,2.33,0.814,active,148.4,0
SHP-09566,cool,Insulin Glargine,1117.8,schiphol,frankfurt_airport,365.7,road,6.6,0,12.4,3.9,Autumn,2.64,0.913,passive,55.2,0
SHP-09567,crt,Lisinopril 10mg,155.5,hamburg,kaohsiung,9257.5,sea,436.3,3,34.7,23.2,Summer,3.15,0.799,active,207.7,0
SHP-09568,cool,Hepatitis B Vaccine,1217.5,schiphol,marseille,989.4,road,16.7,1,19.8,9.7,Spring,5.86,0.946,passive,63.6,0
SHP-09569,cool,Trastuzumab (Herceptin),319.1,busan,antwerp,8995.2,rail,115.3,2,4.4,-7.5,Winter,3.24,0.806,active,148.9,0
SHP-09570,cool,Insulin Glargine,405.7,port_klang,bangkok,1191.0,road,20.6,0,34.0,25.1,Summer,4.62,0.741,passive,65.0,0
SHP-09571,cool,Trastuzumab (Herceptin),271.7,hong_kong,frankfurt_airport,9164.4,sea,397.1,3,4.9,-3.2,Winter,4.26,0.817,active,170.8,0
SHP-09572,cool,Influenza Vaccine,1423.1,busan,tokyo_narita,1030.5,road,18.9,1,16.6,10.4,Winter,4.02,0.9,passive,63.9,0
SHP-09573,cool,Bevacizumab (Avastin),151.5,singapore,frankfurt_airport,10275.0,rail,142.3,1,3.3,-4.1,Winter,0.0,0.9,active,131.0,0
SHP-09574,crt,Amoxicillin 500mg,531.3,los_angeles_lax,rotterdam,8949.6,sea,418.4,3,4.3,-2.7,Autumn,3.27,0.879,active,176.1,0
SHP-09575,cool,Influenza Vaccine,14.0,doha_port,jfk_airport,10788.8,sea,475.9,1,23.3,12.2,Summer,3.86,0.937,active,184.6,0
SHP-09576,cool,Adalimumab (Humira),112.4,port_klang,kaohsiung,2990.5,sea,178.1,3,34.6,26.4,Autumn,4.14,0.758,active,165.7,1
SHP-09577,frozen,Oncology Prep KX-7,73.7,singapore,los_angeles,14144.5,sea,630.0,3,22.3,13.0,Autumn,0.87,0.876,active,156.2,0
SHP-09578,cool,Insulin Glargine,378.0,doha_port,los_angeles_lax,13372.9,sea,536.9,3,16.1,8.5,Winter,3.94,0.829,active,182.0,1
SHP-09579,crt,Aspirin 500mg,30.3,hamburg,le_havre,812.9,road,16.0,1,24.6,13.1,Summer,1.67,0.862,passive,59.5,0
SHP-09580,cool,Insulin Glargine,291.3,schiphol,port_klang,10187.6,sea,491.9,2,29.1,17.2,Spring,1.96,0.827,active,148.4,0
SHP-09581,frozen,Oncology Prep KX-7,2000.0,los_angeles,antwerp,9028.6,sea,425.8,2,3.6,-4.1,Winter,4.17,0.927,active,171.9,1
SHP-09582,crt,Metformin 850mg,141.7,dubai_airport,rotterdam,5205.5,sea,242.3,3,3.7,-4.3,Winter,4.69,0.85,active,200.8,0
SHP-09583,frozen,Plasma-Derived Factor VIII,42.9,lyon,le_havre,544.4,road,12.3,1,18.1,11.1,Autumn,0.7,0.903,passive,65.2,0
SHP-09584,crt,Lisinopril 10mg,271.6,tokyo_narita,port_klang,5418.6,rail,74.2,1,29.9,20.9,Winter,1.79,0.755,active,153.5,0
SHP-09585,cool,Bevacizumab (Avastin),603.6,hong_kong,singapore,2594.5,sea,107.4,2,26.7,14.8,Winter,4.6,0.746,active,142.9,1
SHP-09586,crt,Paracetamol 1g,41.6,brussels,hong_kong,9387.2,sea,467.1,2,34.9,24.6,Summer,4.88,0.815,active,231.4,0
SHP-09587,cool,Adalimumab (Humira),28.6,dubai_port,los_angeles_lax,13426.6,sea,608.9,3,15.5,3.9,Winter,1.94,0.84,active,154.3,1
SHP-09588,crt,Ibuprofen 400mg,34.8,dubai_port,antwerp,5166.2,sea,273.1,1,20.4,14.4,Autumn,3.86,0.749,active,183.3,0
SHP-09589,crt,Atorvastatin 20mg,1354.0,hong_kong,doha_airport,6310.2,rail,81.0,1,23.1,13.7,Spring,3.18,0.768,active,224.0,0
SHP-09590,cool,Influenza Vaccine,1583.5,jfk_airport,antwerp,5863.0,sea,302.0,1,7.4,-3.5,Spring,0.71,0.88,active,122.5,0
SHP-09591,cool,Bevacizumab (Avastin),15.8,los_angeles,le_havre,8948.4,sea,407.0,1,5.6,-1.2,Spring,2.01,0.902,active,124.3,1
SHP-09592,cool,Hepatitis B Vaccine,48.1,rotterdam,los_angeles,8961.9,sea,431.7,1,14.3,4.6,Winter,6.82,0.924,active,186.1,1
SHP-09593,crt,Omeprazole 20mg,60.1,frankfurt_airport,new_york,6212.1,sea,311.4,3,4.6,-2.7,Winter,4.14,0.796,active,212.7,1
SHP-09594,cool,Hepatitis B Vaccine,10.0,frankfurt_airport,busan,8892.0,sea,351.6,1,15.8,9.7,Winter,1.59,0.849,active,134.5,0
SHP-09595,cool,Adalimumab (Humira),12.3,busan,sydney,8015.6,sea,415.0,3,26.7,17.9,Spring,3.77,0.891,active,163.4,1
SHP-09596,crt,Omeprazole 20mg,93.5,busan,shanghai,818.4,road,12.5,0,15.2,7.8,Winter,3.25,0.73,passive,66.6,0
SHP-09597,frozen,Plasma-Derived Factor VIII,77.7,los_angeles_lax,doha_airport,13346.8,air,43.8,1,15.4,8.8,Winter,3.14,0.802,passive,69.0,0
SHP-09598,frozen,Zoster Vaccine (Shingrix),211.4,frankfurt_airport,port_klang,9948.6,sea,417.6,1,36.2,25.6,Summer,6.37,0.855,active,189.2,0
SHP-09599,crt,Atorvastatin 20mg,1708.1,kaohsiung,sydney,7083.2,sea,337.5,1,23.0,11.5,Spring,1.63,0.862,active,220.4,1
SHP-09600,crt,Amoxicillin 500mg,29.2,marseille,shanghai,9595.9,sea,458.9,3,16.9,8.5,Spring,5.69,0.712,active,189.9,0
SHP-09601,crt,Lisinopril 10mg,74.7,doha_airport,hong_kong,6310.2,rail,85.5,1,33.1,26.5,Autumn,4.03,0.861,active,225.8,0
SHP-09602,frozen,Frozen Biologic RX-8,270.9,busan,schiphol,8897.5,sea,365.5,3,23.5,14.5,Summer,2.29,0.856,active,145.4,1
SHP-09603,cool,Insulin Glargine,253.7,houston,mumbai,14457.1,sea,611.2,3,29.0,19.7,Winter,4.91,0.656,active,128.5,0
SHP-09604,crt,Paracetamol 1g,883.4,singapore,hamburg,10153.5,sea,473.4,3,14.9,5.6,Spring,2.83,0.852,active,211.0,0
SHP-09605,crt,Amoxicillin 500mg,1246.4,hong_kong,schiphol,9283.8,sea,386.0,3,20.9,9.2,Spring,3.6,0.811,active,182.3,1
SHP-09606,crt,Paracetamol 1g,1164.2,lyon,shanghai,9431.5,sea,442.7,1,21.0,12.0,Autumn,5.52,0.819,active,203.8,0
SHP-09607,cool,Hepatitis B Vaccine,58.4,los_angeles,bangkok,13315.8,sea,542.8,2,31.4,23.7,Autumn,5.76,0.828,active,133.9,0
SHP-09608,crt,Aspirin 500mg,2000.0,le_havre,hamburg,812.9,road,17.0,0,21.6,14.9,Autumn,0.8,0.876,passive,65.9,0
SHP-09609,crt,Atorvastatin 20mg,264.8,jfk_airport,houston,2289.9,rail,34.4,1,28.4,18.7,Spring,3.75,0.941,passive,58.9,0
SHP-09610,ultracold,CAR-T Cell Therapy,238.3,new_york,singapore,15348.0,sea,636.4,2,32.0,24.1,Spring,0.0,0.883,active,159.5,1
SHP-09611,frozen,Oncology Prep KX-7,17.3,rotterdam,los_angeles_lax,8949.6,sea,426.3,1,27.8,18.8,Summer,1.85,0.925,active,170.7,0
SHP-09612,crt,Paracetamol 1g,61.7,singapore,frankfurt_airport,10275.0,sea,460.4,2,14.6,6.8,Autumn,0.0,0.872,active,175.1,0
SHP-09613,crt,Paracetamol 1g,39.2,houston,schiphol,8067.2,sea,358.7,1,8.2,-2.9,Spring,1.03,0.917,active,205.5,1
SHP-09614,cool,Insulin Glargine,719.4,shanghai,kaohsiung,911.1,road,12.7,0,33.2,22.7,Autumn,6.55,0.708,passive,49.8,1
SHP-09615,ultracold,Gene Therapy AAV-9,46.0,new_york,houston,2261.4,sea,168.4,2,25.9,17.5,Spring,4.63,0.829,active,168.6,1
SHP-09616,frozen,Zoster Vaccine (Shingrix),29.4,jfk_airport,dubai_port,11006.9,sea,472.2,1,25.8,15.2,Autumn,4.35,0.9,active,155.1,0
SHP-09617,frozen,Oncology Prep KX-7,130.2,kaohsiung,singapore,2966.1,sea,153.8,3,34.4,25.5,Summer,6.1,0.887,active,129.9,0
SHP-09618,crt,Amoxicillin 500mg,348.8,tokyo_narita,antwerp,9423.5,sea,459.3,3,18.6,7.5,Spring,0.0,0.945,active,239.4,0
SHP-09619,frozen,Oncology Prep KX-7,55.2,houston,rotterdam,8040.7,sea,387.4,1,20.0,10.9,Autumn,2.51,0.88,active,193.6,0
SHP-09620,cool,Adalimumab (Humira),127.1,rotterdam,shanghai,9035.1,sea,390.2,2,25.8,18.8,Spring,6.4,0.746,active,155.0,0
SHP-09621,ultracold,Gene Therapy AAV-9,722.3,tokyo_narita,bangkok,4648.1,rail,69.2,2,28.2,17.1,Autumn,3.69,0.729,active,172.7,1
SHP-09622,crt,Ibuprofen 400mg,28.9,frankfurt_airport,sao_paulo_gru,9798.1,air,36.6,2,33.5,23.6,Summer,4.7,0.668,passive,65.1,0
SHP-09623,cool,Bevacizumab (Avastin),2000.0,lyon,antwerp,618.6,road,11.0,0,-1.7,-9.4,Winter,2.04,0.938,passive,67.0,0
SHP-09624,crt,Paracetamol 1g,116.4,shanghai,busan,818.4,road,18.7,0,29.5,19.7,Summer,8.6,0.786,passive,54.9,0
SHP-09625,crt,Amoxicillin 500mg,29.1,singapore,shanghai,3789.4,sea,228.2,1,17.8,9.6,Spring,4.55,0.813,active,197.2,0
SHP-09626,ultracold,mRNA Influenza Vaccine NG,34.4,frankfurt_airport,dubai_airport,4843.9,air,41.7,1,21.9,15.7,Autumn,2.62,0.863,active,209.6,1
SHP-09627,crt,Paracetamol 1g,42.8,tokyo_narita,frankfurt_airport,9366.6,sea,446.4,3,1.2,-8.3,Winter,0.0,0.959,active,219.3,0
SHP-09628,crt,Aspirin 500mg,114.9,rotterdam,kaohsiung,9685.1,sea,465.9,1,33.6,25.9,Spring,2.12,0.844,active,199.7,0
SHP-09629,cool,Influenza Vaccine,260.9,los_angeles_lax,port_klang,14171.9,sea,614.1,3,34.1,26.8,Summer,2.89,0.865,active,185.6,1
SHP-09630,frozen,Plasma-Derived Factor VIII,635.9,hong_kong,port_klang,2556.7,sea,126.5,2,28.8,22.7,Spring,4.27,0.751,active,179.6,0
SHP-09631,cool,Influenza Vaccine,190.0,kaohsiung,los_angeles_lax,11181.4,sea,528.7,2,21.5,11.1,Spring,3.81,0.811,active,193.9,0
SHP-09632,crt,Paracetamol 1g,341.6,dubai_airport,sao_paulo_gru,12217.1,sea,524.3,1,26.8,15.1,Autumn,5.87,0.727,active,222.1,1
SHP-09633,cool,Trastuzumab (Herceptin),69.4,madrid,doha_port,5354.2,sea,286.6,1,14.8,4.8,Winter,4.23,0.869,active,140.4,0
SHP-09634,cool,Bevacizumab (Avastin),175.5,rotterdam,bangkok,9263.6,sea,439.9,2,34.1,24.7,Summer,5.07,0.735,active,147.7,1
SHP-09635,crt,Paracetamol 1g,491.1,mumbai,cologne_airport,6697.3,sea,316.3,2,8.9,2.5,Spring,5.69,0.696,active,148.2,0
SHP-09636,cool,Adalimumab (Humira),394.8,dubai_port,dubai_airport,43.0,road,5.4,1,16.0,6.3,Winter,3.04,0.829,passive,69.9,0
SHP-09637,crt,Amoxicillin 500mg,179.7,port_klang,lyon,10269.9,sea,424.3,1,0.6,-5.8,Winter,3.69,0.841,active,160.6,0
SHP-09638,cool,Hepatitis B Vaccine,585.5,frankfurt_airport,mumbai,6586.8,sea,310.9,1,30.9,24.9,Autumn,5.08,0.74,active,121.2,0
SHP-09639,cool,Adalimumab (Humira),49.8,rotterdam,busan,8960.1,sea,389.1,3,16.0,7.0,Winter,1.96,0.777,active,159.6,0
SHP-09640,crt,Lisinopril 10mg,241.8,rotterdam,hong_kong,9345.9,sea,430.0,2,28.7,20.6,Winter,4.59,0.815,active,202.6,0
SHP-09641,cool,Adalimumab (Humira),299.2,memphis,tokyo_narita,10570.2,sea,451.0,1,27.8,16.3,Autumn,2.17,0.924,active,131.8,0
SHP-09642,ultracold,Gene Therapy AAV-9,84.6,memphis,frankfurt_airport,7647.5,sea,345.2,3,2.9,-9.1,Winter,0.0,0.924,active,142.7,0
SHP-09643,cool,Adalimumab (Humira),577.7,rotterdam,mumbai,6922.1,sea,314.5,1,32.0,25.2,Spring,4.01,0.697,active,154.2,0
SHP-09644,frozen,Varicella Vaccine,156.4,cologne_airport,hamburg,351.7,road,11.7,0,8.3,-1.4,Autumn,0.0,0.899,passive,59.4,0
SHP-09645,crt,Lisinopril 10mg,219.9,dubai_port,singapore,5854.8,sea,277.9,3,32.8,23.3,Autumn,5.05,0.79,active,165.9,0
SHP-09646,cool,Trastuzumab (Herceptin),56.7,antwerp,memphis,7321.8,sea,375.6,2,29.1,18.7,Summer,1.34,0.939,active,149.6,0
SHP-09647,cool,Adalimumab (Humira),41.3,hong_kong,port_klang,2556.7,sea,153.7,1,27.0,18.4,Winter,5.85,0.756,active,141.3,1
SHP-09648,frozen,Varicella Vaccine,247.5,schiphol,antwerp,113.0,road,3.1,1,1.9,-9.7,Winter,0.0,0.905,passive,54.4,0
SHP-09649,cool,Influenza Vaccine,55.8,dubai_airport,singapore,5835.4,rail,72.4,1,36.5,27.8,Summer,4.12,0.877,active,185.1,0
SHP-09650,crt,Omeprazole 20mg,86.9,schiphol,marseille,989.4,road,22.0,1,24.8,17.5,Summer,0.0,0.921,none,0.0,0
SHP-09651,cool,Adalimumab (Humira),166.1,hong_kong,rotterdam,9345.9,sea,421.7,3,23.4,12.5,Summer,5.36,0.78,active,172.1,0
SHP-09652,crt,Paracetamol 1g,36.4,busan,hamburg,8557.0,sea,336.8,3,24.1,12.4,Summer,1.96,0.857,active,210.6,0
SHP-09653,crt,Ibuprofen 400mg,138.9,hong_kong,los_angeles_lax,11647.7,sea,468.8,3,21.0,13.2,Autumn,3.52,0.853,active,227.5,0
SHP-09654,cool,Influenza Vaccine,654.2,singapore,shanghai,3789.4,sea,204.0,2,25.1,14.7,Spring,7.75,0.741,active,146.9,1
SHP-09655,crt,Omeprazole 20mg,1148.4,hong_kong,busan,2027.1,sea,131.7,3,23.6,16.3,Spring,1.69,0.755,none,0.0,1
SHP-09656,cool,Trastuzumab (Herceptin),295.4,memphis,mumbai,13746.6,sea,609.2,3,30.3,20.6,Autumn,5.86,0.675,active,191.0,1
SHP-09657,crt,Metformin 850mg,525.8,memphis,jfk_airport,1549.6,rail,30.6,1,2.4,-7.6,Winter,3.39,0.855,passive,69.1,0
SHP-09658,crt,Aspirin 500mg,62.5,rotterdam,shanghai,9035.1,sea,383.7,2,30.8,23.5,Summer,4.82,0.777,active,153.0,0
SHP-09659,cool,Hepatitis B Vaccine,92.7,jfk_airport,los_angeles,3971.9,rail,41.6,2,22.1,10.4,Autumn,1.57,0.908,passive,54.1,0
SHP-09660,frozen,Oncology Prep KX-7,24.2,tokyo_narita,schiphol,9318.4,sea,374.6,2,1.5,-7.2,Winter,1.57,0.943,active,195.3,1
SHP-09661,crt,Omeprazole 20mg,295.8,doha_port,hong_kong,6317.8,sea,311.5,1,31.2,23.2,Summer,3.3,0.854,active,154.8,0
SHP-09662,cool,Trastuzumab (Herceptin),476.9,tokyo_narita,hamburg,9003.2,sea,405.9,1,11.4,2.7,Autumn,2.5,0.925,active,195.7,0
SHP-09663,crt,Ibuprofen 400mg,1484.9,hong_kong,tokyo_narita,2943.1,rail,40.6,2,32.6,24.9,Summer,3.27,0.814,passive,56.9,0
SHP-09664,frozen,Zoster Vaccine (Shingrix),848.1,frankfurt_airport,brussels,311.5,road,5.1,0,12.8,3.5,Spring,3.21,0.849,passive,48.2,0
SHP-09665,frozen,Zoster Vaccine (Shingrix),661.4,schiphol,sao_paulo_gru,9775.3,air,34.3,1,27.7,18.2,Winter,4.99,0.799,passive,59.5,0
SHP-09666,crt,Atorvastatin 20mg,32.9,dubai_port,singapore,5854.8,sea,286.3,3,28.7,21.2,Winter,6.0,0.891,active,147.7,0
SHP-09667,crt,Omeprazole 20mg,73.4,los_angeles_lax,dubai_airport,13400.2,sea,614.9,1,23.4,11.7,Spring,4.38,0.821,active,196.2,0
SHP-09668,frozen,Zoster Vaccine (Shingrix),239.0,antwerp,bangkok,9256.6,rail,108.9,2,29.9,20.7,Winter,5.76,0.801,active,134.6,0
SHP-09669,cool,Adalimumab (Humira),221.9,marseille,port_klang,10296.1,sea,444.5,1,29.1,17.5,Winter,4.46,0.74,active,144.3,0
SHP-09670,cool,Hepatitis B Vaccine,297.0,lyon,hong_kong,9630.2,sea,453.6,3,31.0,20.4,Winter,5.04,0.764,active,139.5,0
SHP-09671,cool,Bevacizumab (Avastin),34.0,cologne_airport,houston,8286.7,sea,354.4,1,14.9,3.1,Winter,2.23,0.96,active,178.3,0
SHP-09672,cool,Bevacizumab (Avastin),1923.2,hong_kong,tokyo_narita,2943.1,rail,31.9,2,18.0,11.4,Autumn,5.1,0.706,passive,52.4,0
SHP-09673,crt,Metformin 850mg,312.5,frankfurt_airport,dubai_port,4845.0,sea,255.1,2,24.6,18.3,Autumn,3.06,0.871,active,222.0,0
SHP-09674,frozen,Varicella Vaccine,158.2,dubai_port,antwerp,5166.2,sea,284.0,2,12.9,3.9,Autumn,5.1,0.888,active,142.4,1
SHP-09675,crt,Metformin 850mg,137.4,cologne_airport,singapore,10366.4,sea,451.9,3,35.4,28.6,Summer,0.51,0.93,active,166.6,1
SHP-09676,crt,Aspirin 500mg,182.4,madrid,new_york,5782.6,sea,270.3,2,14.5,4.8,Spring,2.96,0.86,active,239.0,0
